id,country,age,gender,ses,fses,religion,married,education,ethnicity,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,event_positive_affect,event_negative_affect,event_episodic_recall_01,event_episodic_recall_02,event_shared_perception_01,event_shared_perception_02,event_reflection_01,event_reflection_02,event_transformative_indiv_01,event_transformative_indiv_02,event_transformative_group_01,event_transformative_group_02,religious_freedom_per_01,religious_freedom_per_02,religious_freedom_per_03,religious_freedom_per_04,religious_freedom_per_05,religious_freedom_per_06,religious_freedom_per_07,religious_freedom_per_08,religious_freedom_exp_01,religious_freedom_exp_02,religious_freedom_exp_03,religious_freedom_exp_04,religious_freedom_exp_05,religious_freedom_exp_06
TZA90,Tanzania,29,Female,Middle,2,Spiritual not religious,Married,Form Four,Maasai,7,7,6,6,6,6,6,5,5,7,,1,5,5,5,6,6,7,6,7,6,5,6,7,7,1,7,6,6,5,6,6,7,6,1,7,7,7,2,5,7,7,6,6,6,7,6,4,7,7,7
TZA91,Tanzania,39,Female,Middle,2,Christian: Catholic,Married,Form Four,Maasai,6,6,6,7,7,7,2,6,6,1,2,2,5,5,5,6,6,7,6,7,6,5,6,7,7,1,3,6,6,5,4,6,6,6,2,5,3,6,1,5,7,7,7,6,6,6,6,4,7,6,6
TZA92,Tanzania,52,Female,Middle,2,Christian: Catholic,Married,La saba 7,Maasai,7,7,6,6,7,3,6,5,5,2,1,3,5,5,5,7,6,7,6,7,7,6,5,6,6,7,6,6,5,7,6,6,6,7,2,5,3,7,2,5,7,7,7,7,7,7,6,4,7,7,7
TZA93,Tanzania,42,Female,Middle,2,Christian: Catholic,Married,Form Four,Maasai,6,6,6,6,7,6,5,5,5,3,1,2,5,5,5,6,6,7,6,1,6,7,5,7,7,7,1,6,6,5,7,6,6,6,1,4,3,7,2,5,7,7,7,6,7,7,6,4,7,7,7
TZA94,Tanzania,37,Female,Middle,2,Spiritual not religious,Married,Form Four,Maasai,7,7,6,6,7,7,6,5,5,3,2,1,5,5,4,6,6,7,7,1,7,7,5,6,7,2,6,6,7,5,7,7,5,6,1,5,2,7,1,4,6,6,6,7,7,7,6,4,7,7,7
TZA95,Tanzania,58,Male,Middle,2,Christian: Catholic,Married,Form Four,Maasai,6,7,6,6,7,7,2,1,2,2,2,2,1,2,2,6,6,2,6,6,6,6,6,6,6,1,2,6,7,6,5,6,6,2,2,2,2,6,2,6,7,7,7,2,2,7,4,4,7,7,7
TZA96,Tanzania,32,Female,Middle,2,Christian: Catholic,Married,7,Maasai,6,6,6,7,7,3,5,5,6,1,2,3,5,5,5,6,6,6,6,7,6,5,6,6,7,1,7,6,6,5,7,6,7,6,1,5,3,7,2,5,7,7,6,6,6,7,6,4,7,7,7
TZA97,Tanzania,28,Male,Middle,2,Spiritual not religious,Unmarried,7,Maasai,6,6,7,7,6,6,2,1,2,2,1,2,2,1,2,2,6,6,7,7,7,6,6,7,4,1,2,6,6,7,7,6,6,7,2,2,2,6,1,6,7,6,7,2,1,7,4,3,1,7,7
TZA98,Tanzania,29,Male,Lower middle,1,Christian: Other,Unmarried,Chuo,Maasai,7,6,5,6,6,7,2,3,2,3,1,2,7,1,6,5,7,3,6,7,7,6,5,6,3,1,7,6,5,5,5,3,3,6,6,2,1,6,1,7,5,6,2,6,5,7,6,4,7,7,7
TZA99,Tanzania,48,Male,Middle,2,Muslim: Shia,Married,Diploma,Makonde,7,5,6,7,6,7,3,5,6,2,1,2,5,3,4,7,6,7,7,7,7,5,6,3,2,1,7,5,6,7,3,3,6,6,7,7,6,6,1,6,6,7,5,6,7,7,6,4,5,7,7
TZA100,Tanzania,37,Male,Lower middle,1,Christian: Other,Married,La saba 7,Maasai,6,7,7,1,7,6,2,1,3,3,3,3,7,6,4,2,6,4,5,7,7,6,4,5,5,7,,6,7,6,7,5,6,7,5,6,3,4,4,6,5,7,4,4,4,7,6,7,5,7,7
TZA101,Tanzania,,"","",,Christian: Pentecostal,Other,"",Maasai,,,,,,,,,,,,,1,3,4,7,7,7,7,7,7,5,6,7,6,7,1,6,6,5,5,5,2,6,6,6,3,,,,,,,,,7,7,7,4,7,7
TZA102,Tanzania,,"","",,Christian: Catholic,Other,"",Maasai,,,,,,,,,,,,,1,2,1,6,6,1,7,1,7,7,7,3,3,2,1,1,6,6,7,6,2,1,2,7,6,,,,,,,,,,4,7,4,,
TZA103,Tanzania,,"","",,Christian: Other,Other,"",Maasai,,,,,,,,,,,,,1,2,5,2,6,,7,7,7,7,7,7,7,1,2,7,6,6,7,,2,2,2,6,7,,,,,,,,,7,4,5,7,7,7
TZA104,Tanzania,,"","",,Christian: Catholic,Other,"","",,,,,,,,,,,,,6,6,2,1,2,1,7,7,7,7,6,5,5,1,7,7,7,7,7,3,5,6,3,6,6,,,,,,,,,7,7,6,7,7,7
TZA105,Tanzania,25,Female,Middle,2,Christian: Pentecostal,Unmarried,Form Four,Maasai,6,7,5,7,7,7,1,1,1,5,1,1,1,3,4,7,7,7,7,7,7,5,6,7,6,7,1,6,6,5,5,5,2,6,6,6,3,7,1,6,7,6,5,7,6,7,7,7,4,7,7
TZA106,Tanzania,55,Male,Middle,2,Christian: Catholic,Married,Form Four,Maasai,7,6,7,6,6,6,1,2,,2,1,1,1,2,1,6,6,1,7,1,7,7,7,3,3,2,1,1,6,6,7,6,2,1,2,7,6,6,1,7,6,6,6,2,1,,4,7,4,,
TZA107,Tanzania,39,Male,Middle,2,Christian: Other,Married,Darsa La 7,Maasai,7,6,6,6,7,6,2,1,3,1,2,1,1,2,5,2,6,,7,7,7,7,7,7,7,1,2,7,6,6,7,,2,2,2,6,7,7,1,7,6,6,6,1,2,7,4,5,7,7,7
TZA108,Tanzania,26,Female,Middle,2,Christian: Catholic,Unmarried,Degree,Maasai,6,6,5,5,5,5,2,1,1,1,1,1,6,6,1,2,2,1,7,7,7,7,6,5,5,1,7,7,7,7,7,3,5,6,3,6,6,7,2,7,6,7,7,7,7,7,7,6,7,7,7
TZA109,Tanzania,37,Male,Lower middle,1,Christian: Catholic,Married,Diploma,Maasai,7,5,6,5,5,6,2,1,1,1,3,2,5,5,2,6,7,7,7,7,7,6,5,6,2,7,1,6,5,6,6,3,3,5,5,6,3,4,5,5,7,6,2,7,5,7,7,7,6,7,7
TZA110,Tanzania,30,Male,Lower middle,1,Christian: Pentecostal,Married,Diploma,Maasai,6,7,5,7,7,7,3,5,1,2,1,1,7,5,4,2,7,5,5,7,7,5,3,6,2,1,7,5,6,3,6,3,2,6,7,3,1,6,1,5,6,6,5,2,3,2,4,7,7,2,2
TZA111,Tanzania,42,Male,Lower middle,1,Christian: Protestant,Married,Form Four,Maasai,7,6,5,7,7,7,3,6,2,5,1,2,5,3,4,6,7,6,7,7,7,5,3,6,5,5,3,6,7,5,6,5,5,5,3,7,5,7,1,3,6,7,4,7,5,7,6,6,4,7,7
TZA112,Tanzania,24,Male,Middle,2,Christian: Catholic,Married,Chuo,Mchaga,7,6,7,7,6,7,2,2,1,4,2,1,6,3,2,7,6,5,6,7,7,5,5,6,3,1,7,5,2,6,3,3,2,6,2,3,1,4,2,7,6,7,6,5,7,7,4,7,7,7,7
TZA113,Tanzania,29,Male,Middle,2,Christian: Pentecostal,Married,Secondary,Maasai,7,7,7,7,7,7,2,2,2,1,1,1,7,6,7,7,7,1,1,6,2,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,1,7,1,7,7,7,7,2,7,7,7,7,7,7,7
TZA114,Tanzania,58,Male,Middle,2,Spiritual not religious,Married,La saba 7,Maasai,7,6,6,7,6,6,1,2,1,1,2,2,1,1,7,1,6,7,6,3,1,6,7,2,4,2,1,7,6,6,7,7,6,1,1,2,1,6,1,6,7,6,2,1,2,7,2,4,4,7,7
TZA115,Tanzania,72,Male,Middle,2,Spiritual not religious,Married,"",Maasai,6,7,7,6,6,1,2,1,2,1,2,2,1,2,,6,,7,6,3,2,6,7,2,4,1,2,6,7,6,6,6,7,1,2,2,1,7,2,7,6,2,2,1,2,7,2,4,3,7,7
TZA116,Tanzania,38,Male,Lower middle,1,Christian: Other,Married,Form Four,Maasai,7,5,6,7,5,7,1,2,2,2,3,1,5,3,4,6,7,6,7,7,7,6,5,6,3,,7,6,5,3,5,2,1,2,3,4,3,5,1,6,2,7,5,1,7,7,7,7,7,7,7
TZA117,Tanzania,32,Male,Lower middle,1,Christian: Catholic,Married,Form Four,Maasai,7,5,6,7,7,7,3,3,4,2,2,1,5,5,6,6,7,6,3,7,7,6,4,5,1,1,7,6,6,2,5,6,5,6,3,3,2,1,2,5,5,7,5,2,7,7,7,7,7,7,7
TZA118,Tanzania,28,Male,Lower middle,1,Christian: Other,Unmarried,LA 7,Maasai,6,7,5,7,6,7,2,1,2,3,1,1,2,6,7,6,7,5,3,7,7,5,3,6,7,1,7,5,6,3,4,6,6,7,2,5,1,6,1,5,7,6,7,7,6,7,6,4,4,7,7
TZA119,Tanzania,32,Male,Middle,2,Spiritual not religious,Married,Darsa La 7,Maasai,6,6,7,7,6,6,1,2,1,2,1,2,,6,6,6,7,7,1,2,6,6,6,2,2,1,6,2,6,7,7,2,6,6,6,6,6,6,6,6,6,6,6,2,6,7,6,6,5,7,7
TZA120,Tanzania,46,Male,Lower middle,1,Christian: Pentecostal,Married,LA 7,Maasai,7,6,6,5,6,7,1,1,2,3,2,2,3,2,2,7,5,6,5,7,7,5,5,6,6,1,7,6,7,5,7,5,5,6,6,6,5,7,1,6,6,3,2,5,6,7,7,4,6,7,7
TZA121,Tanzania,43,Male,Lower middle,1,Spiritual not religious,Married,"",Maasai,7,6,7,6,7,6,2,2,1,2,1,1,6,2,1,6,2,2,6,6,6,6,2,6,2,2,6,6,6,6,6,6,7,2,6,2,2,6,6,6,6,6,6,2,6,7,4,3,3,7,7
TZA122,Tanzania,28,Male,Lower middle,1,Christian: Other,Married,Form Four,Maasai,6,7,7,6,7,7,1,2,3,1,3,3,7,6,5,2,6,4,5,7,7,6,4,5,5,1,7,6,7,6,7,5,6,7,5,6,3,4,4,6,6,7,4,4,4,7,6,7,5,7,7
TZA123,Tanzania,52,Male,Middle,2,Spiritual not religious,Married,"",Maasai,6,7,7,7,6,6,1,1,3,3,3,1,7,6,4,2,6,4,5,7,7,6,4,5,5,2,7,7,6,7,7,5,6,3,5,6,3,4,4,3,5,7,4,4,4,7,6,7,5,7,7
TZA124,Tanzania,27,Male,Middle,2,Christian: Protestant,Unmarried,Bachelor Degree,Maasai,3,3,2,3,4,4,4,4,4,4,4,3,6,5,4,4,4,4,3,5,4,4,3,4,4,4,4,5,5,4,5,5,3,3,2,3,3,6,3,1,4,7,5,6,7,7,7,5,3,7,7
TZA125,Tanzania,47,Male,Lower middle,1,Christian: Other,Married,Darsa La 7,Maasai,6,7,6,7,6,6,1,2,1,2,2,2,,6,3,7,6,7,5,2,7,6,4,4,6,2,1,6,6,7,6,6,6,2,1,2,6,6,6,7,6,6,6,6,2,7,4,2,4,7,7
TZA126,Tanzania,49,Male,Lower middle,1,Spiritual not religious,Married,"",Maasai,6,,2,6,6,6,1,6,6,6,6,6,,5,6,6,7,6,1,2,6,6,6,2,2,2,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,2,3,6,7,6,7,5,7,7
TZA127,Tanzania,50,Male,Upper middle,3,Christian: Pentecostal,Married,Shahada,Maasai,5,6,6,5,5,5,2,2,2,1,1,1,7,6,5,4,6,6,1,6,5,6,6,7,5,1,7,6,7,3,5,6,5,3,5,5,2,7,1,7,5,6,7,7,1,6,7,7,4,6,6
TZA128,Tanzania,29,Male,Lower middle,1,Other,Married,Form Four,Maasai,7,6,5,7,7,7,1,3,2,3,1,2,4,3,3,5,6,7,6,1,7,5,4,5,3,1,7,6,6,5,3,5,2,5,3,6,1,1,1,6,7,6,6,3,5,7,7,7,7,7,7
TZA129,Tanzania,29,Female,Upper middle,3,Christian: Pentecostal,Unmarried,Degree,Maasai,6,6,6,6,6,6,6,,4,4,4,5,5,5,2,1,7,1,2,6,4,6,4,5,6,,,,,,,,,,,,,7,1,6,6,6,6,6,6,7,7,7,7,7,7
TZA130,Tanzania,42,Male,Middle,2,Christian: Catholic,Unmarried,Form Four,Mwela,7,7,7,7,7,7,6,1,1,1,1,1,7,6,5,5,4,7,7,1,7,6,2,7,2,7,7,7,7,7,7,4,5,6,4,6,6,7,1,7,7,7,7,7,7,4,4,1,1,4,4
TZA131,Tanzania,40,Male,Middle,2,Christian: Protestant,Other,Diploma,Mnyakyusa,3,4,,4,3,4,,5,,2,2,4,6,5,,4,4,2,4,6,6,5,3,1,4,3,1,,4,,4,,4,,4,3,1,2,4,3,2,3,4,7,5,1,5,,6,1,1
TZA132,Tanzania,29,Male,Lower middle,1,Other,Unmarried,Chuo,Digo,5,5,5,3,5,5,3,3,3,3,3,3,5,5,3,5,5,3,3,7,6,6,6,5,5,6,1,6,7,3,6,3,1,7,3,1,1,3,3,5,5,7,7,7,5,4,4,4,5,4,4
TZA133,Tanzania,30,Male,Middle,2,Christian: Catholic,Unmarried,O Level,Auhehe,5,5,6,6,5,6,5,1,6,2,3,3,5,6,6,6,6,6,5,2,3,5,5,6,6,2,6,6,6,6,6,6,2,6,2,6,2,6,5,2,3,6,5,6,6,6,7,7,5,6,6
TZA134,Tanzania,28,Female,Upper middle,3,Christian: Protestant,Unmarried,Post Graduate,Nyakyusa,7,6,6,7,6,6,7,6,6,5,5,5,7,6,6,4,6,6,7,1,6,6,5,5,6,7,7,6,7,1,7,2,2,7,1,7,1,7,1,7,6,6,6,6,5,4,4,3,5,4,4
TZA135,Tanzania,38,Female,Middle,2,Christian: Other,Unmarried,College,Jauo,4,4,4,1,1,4,2,2,2,1,1,1,6,6,6,4,4,4,7,7,1,7,5,7,2,7,1,7,7,7,7,2,4,7,4,7,4,7,6,3,7,7,7,7,2,7,7,7,7,7,7
TZA136,Tanzania,28,Male,Middle,2,Muslim: Shia,Married,Chuo,Mzaramo,7,7,7,1,1,1,7,7,7,6,6,6,7,7,6,7,6,6,4,1,6,3,6,6,6,7,7,7,7,7,1,7,7,1,7,7,7,7,1,7,7,7,5,7,7,7,7,7,7,7,7
TZA137,Tanzania,41,Male,Middle,2,Christian: Protestant,Other,Form Four,Muha,1,7,6,6,6,6,2,3,2,1,2,1,7,6,5,7,3,2,7,7,4,6,6,6,6,4,1,7,3,5,6,2,3,2,1,6,5,7,2,7,2,7,6,6,7,6,7,3,2,6,6
TZA138,Tanzania,22,Female,Middle,2,Spiritual not religious,Unmarried,Didato channe,Msukuma,,,,,,,,,,,,,6,1,1,7,7,7,,,,,,,,7,1,3,7,5,7,7,5,7,5,7,5,1,3,7,7,7,1,2,2,,,,,,
TZA139,Tanzania,30,Male,Lower middle,1,Christian: Catholic,Married,Primary,Mruguru,6,7,7,6,6,6,5,4,4,5,5,5,6,5,5,6,7,5,5,7,3,5,5,6,5,3,5,3,3,6,6,5,6,1,3,5,6,5,3,6,5,6,6,6,5,6,7,6,6,6,6
TZA140,Tanzania,49,Male,Middle,2,Christian: Catholic,Other,Diploma,Mhaya,2,,5,4,4,5,4,1,1,1,1,1,7,7,6,7,7,7,,,,,,,,7,3,7,7,7,7,5,4,7,6,4,6,,,,,,,,,,,,,,
TZA141,Tanzania,29,Male,Middle,2,Other,Married,STD VII,Matumbi,6,6,6,6,6,6,6,6,6,5,5,6,7,6,6,5,7,5,7,7,7,7,7,7,7,7,2,7,7,7,7,6,7,7,7,7,7,7,2,7,7,7,7,7,4,7,7,2,4,7,7
TZA142,Tanzania,56,Male,Middle,2,Christian: Catholic,Married,Diploma,Nyaturu,6,6,6,5,6,6,7,,6,,5,6,7,6,6,7,7,7,,,,,,,,7,7,7,5,7,7,6,1,7,1,6,6,7,6,7,7,7,6,6,6,,,,,,
TZA143,Tanzania,53,Male,Lower middle,1,Christian: Protestant,Married,Cheti,Msambaa,5,5,6,5,,6,6,,4,2,2,2,6,6,6,6,6,1,6,3,6,,6,5,6,3,2,,2,3,5,2,2,6,,2,2,6,6,6,6,2,6,6,6,5,2,6,2,5,5
TZA144,Tanzania,22,Female,Middle,2,Spiritual not religious,Unmarried,Form Four,Mfumbaa,7,7,7,7,7,7,2,2,2,,2,2,5,7,2,5,5,5,7,7,5,7,7,7,7,7,2,7,7,7,7,5,7,7,3,7,2,2,1,7,7,7,5,7,2,7,7,6,7,7,7
TZA145,Tanzania,35,Male,Middle,2,Spiritual not religious,Unmarried,Secondary,Msambaa,3,5,2,2,5,6,3,5,4,1,4,6,3,2,2,4,5,5,3,4,6,4,4,3,4,6,4,4,6,3,3,5,6,,2,5,3,4,3,4,5,5,4,4,3,5,4,3,4,5,5
TZA146,Tanzania,36,Female,Middle,2,Christian: Protestant,Unmarried,Form Four,Mhehe,6,6,6,6,6,6,1,1,1,2,2,1,7,6,6,2,2,7,6,3,5,6,5,6,5,1,1,7,7,7,2,7,3,1,7,7,1,6,2,7,7,7,6,7,6,7,7,7,6,7,7
TZA147,Tanzania,47,Female,Lower middle,1,Christian: Pentecostal,Married,STD VII,Mhehe,7,7,7,6,6,6,2,2,2,1,1,1,7,7,1,1,7,7,6,2,6,5,6,5,5,2,7,7,7,6,6,5,1,6,2,2,2,7,1,7,7,6,7,7,7,,,,,,
TZA148,Tanzania,23,Female,Middle,2,"",Unmarried,LA 7,Msukuma,2,,2,,,5,4,4,2,2,1,1,2,5,,6,6,2,6,6,2,6,7,7,6,6,4,,4,2,6,,1,2,2,1,1,,2,6,6,6,1,2,2,7,7,6,7,7,7
TZA149,Tanzania,40,Male,Middle,2,Muslim: Sunni,Married,Uzamili,Nyawne 21,7,5,7,7,5,7,7,4,6,6,7,5,7,7,7,1,7,7,,,,,,,,5,7,,7,3,7,4,4,,7,5,5,7,1,7,7,7,7,7,7,,,,,,
TZA150,Tanzania,65,Female,Upper middle,3,Christian: Protestant,Married,Shahada,Nyakusa,7,7,7,7,7,7,1,1,1,2,2,2,6,6,6,7,7,7,5,3,4,5,4,5,5,2,2,2,3,2,3,2,2,3,3,3,3,7,1,7,6,7,7,7,7,7,7,7,7,7,7
TZA151,Tanzania,20,Male,Middle,2,Christian: Other,Unmarried,Kidato cha 6,Mpare,5,7,6,7,7,7,5,2,2,1,1,5,6,3,3,5,7,6,2,7,5,5,6,6,2,1,1,7,7,6,7,,1,5,6,5,1,7,3,7,7,7,7,7,7,5,7,7,7,5,5
TZA152,Tanzania,20,Female,Middle,2,Muslim: Sunni,Unmarried,4m  4,Mnyamweu,7,7,7,6,6,6,2,2,2,2,2,1,6,6,6,2,1,1,5,4,5,5,5,5,5,2,2,6,2,6,3,6,6,6,6,6,6,6,2,6,6,5,5,6,6,7,6,7,7,7,7
TZA153,Tanzania,30,Female,Middle,2,"",Married,VII Std,Mgogo,5,7,6,6,5,6,5,2,1,5,5,3,6,6,5,6,5,2,4,7,5,5,6,7,6,1,6,6,7,7,6,5,7,3,6,7,5,5,1,6,6,7,6,7,3,7,6,4,4,7,7
TZA154,Tanzania,51,Female,Middle,2,Christian: Protestant,Married,STD VII,Chagg A,7,7,7,7,7,6,1,1,1,1,1,1,7,7,7,1,1,1,6,2,5,6,6,1,1,2,2,6,6,6,2,6,1,6,3,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7
TZA155,Tanzania,52,Male,Lower middle,1,Christian: Pentecostal,Married,STD VII,Mkaguru,6,6,6,7,7,6,1,1,6,2,1,2,7,6,2,2,6,6,5,3,6,5,5,6,5,,6,6,6,6,6,6,1,7,1,7,1,6,2,5,6,6,6,6,6,7,7,7,6,7,7
TZA156,Tanzania,34,Male,Middle,2,Christian: Catholic,Unmarried,Form Four,Rugulu,6,6,7,7,7,7,1,1,1,2,2,2,6,7,7,2,2,2,6,2,6,6,6,6,5,2,2,6,6,2,6,6,6,6,2,2,2,6,2,7,7,6,7,7,7,7,6,6,6,7,7
TZA157,Tanzania,45,Male,Middle,2,Muslim: Sunni,Married,Form IV,Mdigo,6,7,7,7,7,7,2,2,2,2,2,2,7,7,7,2,7,2,5,3,6,6,5,6,6,7,2,7,7,2,4,7,6,7,7,7,7,6,2,7,6,7,7,6,7,7,6,7,7,7,7
TZA158,Tanzania,19,Male,Lower middle,1,Muslim: Sunni,Unmarried,STD VII,Myao,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,2,2,2,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,1,1,1,6,1,7,7,7,7,7,7,7,7,7,7,7,7
TZA159,Tanzania,32,Male,Lower middle,1,Christian: Catholic,Unmarried,Form Four,Mjukuna,6,6,6,5,7,7,5,5,6,1,1,1,5,5,5,6,6,7,5,3,6,5,6,5,6,2,2,1,6,6,6,7,7,6,7,7,6,6,6,5,2,2,7,7,7,2,2,2,2,2,2
TZA160,Tanzania,27,Male,Middle,2,Muslim: Sunni,Other,Chuo,Npale,6,6,6,7,6,6,6,6,6,7,6,7,6,6,6,7,5,,6,2,5,6,5,6,7,6,6,7,6,6,7,6,7,6,7,6,6,6,2,6,6,6,5,6,6,2,2,2,2,2,2
TZA161,Tanzania,25,Male,Middle,2,Christian: Protestant,Unmarried,Chuo Kikuu,Nyakyusa,7,7,7,7,7,5,1,1,1,1,1,4,7,7,5,3,5,7,1,4,7,,5,6,3,7,1,6,7,7,6,6,7,7,2,7,3,7,4,7,7,6,4,4,6,4,5,5,6,4,4
TZA162,Tanzania,22,Male,Lower middle,1,Muslim: Shia,Unmarried,Form Two,Mshirazi,6,6,7,5,5,6,5,5,3,5,5,5,7,5,5,5,3,2,3,6,5,4,5,5,6,1,7,7,7,6,5,6,5,5,6,5,5,6,3,5,6,6,5,7,6,6,5,4,6,6,6
TZA163,Tanzania,64,Male,Middle,2,Christian: Pentecostal,Married,Degree,Shona,7,7,7,7,7,7,1,2,1,1,1,1,7,7,6,4,7,2,7,6,6,7,7,7,6,1,7,7,7,7,7,7,6,7,7,7,6,7,1,7,7,7,7,7,7,6,7,7,7,6,6
TZA164,Tanzania,25,Female,Middle,2,Christian: Catholic,Unmarried,Shahada,Mpare,5,5,5,5,5,5,5,4,4,4,4,6,5,2,4,6,6,2,7,7,5,7,7,6,6,1,7,6,6,7,6,6,5,5,5,3,4,5,3,5,5,5,5,7,5,7,7,7,7,7,7
TZA165,Tanzania,29,Male,Middle,2,Christian: Catholic,Unmarried,Form Four,Mngoni,7,6,6,6,6,6,5,5,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,3,7,4,7,6,6,3,6,2,3,1,6,3,5,5,5,5,6,6,7,7,5,7,7,7
TZA166,Tanzania,28,Male,Middle,2,Christian: Catholic,Unmarried,Form Four,Msukuma,2,1,4,4,7,6,6,5,6,4,5,3,6,2,4,6,3,1,,,,,,,,1,6,4,4,5,3,7,6,1,2,5,6,7,2,5,2,1,2,5,7,7,6,4,1,7,7
TZA167,Tanzania,23,Male,Middle,2,Christian: Catholic,Unmarried,Form Four,Muha,1,7,7,7,7,7,1,1,2,6,,5,6,3,2,5,2,5,6,7,5,5,,3,5,7,7,7,3,7,6,7,5,1,5,1,5,1,1,5,7,7,1,5,1,7,7,5,2,7,7
TZA168,Tanzania,35,Male,Lower middle,1,Muslim: Shia,Married,7,Mluguru,2,1,2,6,7,6,2,1,2,1,2,4,2,1,2,6,1,6,7,1,6,2,6,7,6,2,1,7,7,3,6,7,2,7,7,1,2,7,2,1,2,6,1,6,7,4,7,7,7,4,4
TZA169,Tanzania,34,Male,Middle,2,"",Unmarried,Shadada,Mluguru,5,5,7,7,6,7,3,2,2,2,2,5,6,5,6,7,6,5,4,7,6,5,4,6,6,2,5,7,7,7,7,2,4,4,2,6,3,4,3,7,6,7,2,6,6,7,7,7,6,7,7
TZA170,Tanzania,34,Male,Middle,2,Muslim: Shia,Married,Form Four,Msambaa,5,6,7,6,6,6,5,2,2,2,6,2,5,6,6,6,7,6,6,6,6,5,6,6,6,1,7,7,4,7,7,6,7,2,6,7,6,7,2,7,7,7,7,7,7,7,7,7,7,7,7
TZA171,Tanzania,30,Male,Middle,2,Muslim: Shia,Married,Form Four,Mrkuguku,5,6,,6,6,6,3,2,2,2,6,2,7,6,6,6,7,6,6,6,6,5,6,6,6,1,7,7,4,7,7,6,7,2,6,7,6,7,2,7,7,7,7,7,7,7,7,7,7,7,7
TZA172,Tanzania,30,Male,Middle,2,Christian: Catholic,Unmarried,Shadada,Mluguru,6,7,7,6,5,7,2,1,1,5,3,4,7,6,5,4,6,6,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,6,7,7,7,1,6,6,6,6,7,7,7,7,7,4,7,7
TZA173,Tanzania,18,Female,Middle,2,Christian: Pentecostal,Unmarried,STD VII,Mfipa,4,4,5,6,4,7,2,1,3,2,3,2,3,4,1,5,6,2,6,7,5,4,6,7,5,1,6,4,4,2,7,4,2,1,3,1,4,7,2,7,4,6,5,4,5,6,5,6,7,6,6
TZA174,Tanzania,23,Female,Middle,2,"",Unmarried,Shadada,Mzigua,6,6,6,6,6,7,4,4,4,4,4,3,5,4,,2,1,1,5,7,5,1,3,5,5,6,2,4,4,4,2,6,4,6,3,6,1,6,2,7,3,7,6,7,6,7,7,7,6,7,7
TZA175,Tanzania,40,Female,Middle,2,Christian: Pentecostal,Unmarried,Diploma,Mluguru,7,7,7,7,7,7,4,1,1,5,5,4,5,7,4,7,1,1,7,7,6,5,5,6,5,1,7,6,6,5,5,6,5,5,6,5,5,6,3,6,7,7,6,5,6,6,5,4,7,6,6
TZA176,Tanzania,34,Female,Upper middle,3,Muslim: Shia,Married,STD VII,Mkwere,7,7,7,7,7,7,1,1,1,1,1,1,2,3,6,,2,2,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,2,4,7,6,1,1,7,7,7,7,7,7,7,7,7,7,7,7
TZA177,Tanzania,51,Male,Middle,2,Muslim: Sunni,Married,Form Four,Mshirazii,7,7,7,7,7,7,2,1,1,2,2,5,6,6,7,7,3,3,5,7,6,6,6,6,6,1,6,6,6,6,6,7,7,3,7,6,6,4,1,7,6,6,6,7,7,7,7,7,7,7,7
TZA178,Tanzania,33,Male,Middle,2,Muslim: Shia,Unmarried,STD VII,Mzarhim,5,5,5,6,6,6,3,2,2,5,5,5,2,5,5,5,6,5,3,2,6,7,6,7,7,6,6,6,6,6,6,6,6,6,6,6,1,2,1,6,6,6,6,5,6,1,1,6,6,1,1
TZA179,Tanzania,29,Female,Middle,2,Muslim: Sunni,Unmarried,Form Four,Mdigo,6,6,6,7,7,7,2,2,2,2,1,1,6,6,7,2,3,7,5,3,6,6,5,5,5,1,1,,4,1,,,5,2,2,1,1,6,2,6,6,6,6,6,6,7,7,7,7,7,7
TZA180,Tanzania,26,Male,Upper,4,Christian: Pentecostal,Unmarried,Form Four,Muha,7,7,2,7,7,7,3,3,1,1,1,5,7,6,6,5,2,2,5,7,6,5,5,7,6,1,7,6,7,7,7,6,2,7,2,1,1,6,3,5,5,7,5,7,6,7,7,7,6,7,7
TZA181,Tanzania,42,Female,Middle,2,Christian: Protestant,Married,7,Chaga,4,4,5,5,4,4,4,4,,4,4,4,6,6,,2,3,2,4,2,5,4,4,6,4,4,6,6,4,4,4,7,7,4,4,6,6,6,2,6,6,6,6,6,6,7,7,1,7,7,7
TZA182,Tanzania,35,Male,Middle,2,Christian: Other,Married,Degree,Chaga,7,7,7,7,7,7,,5,5,2,2,4,6,7,6,7,7,7,2,6,6,6,7,7,7,1,6,6,7,1,7,1,1,1,1,4,2,6,1,7,4,7,7,7,7,7,7,7,5,7,7
