id,country,age,gender,ses,fses,religion,married,education,ethnicity,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,event_positive_affect,event_negative_affect,event_episodic_recall_01,event_episodic_recall_02,event_shared_perception_01,event_shared_perception_02,event_reflection_01,event_reflection_02,event_transformative_indiv_01,event_transformative_indiv_02,event_transformative_group_01,event_transformative_group_02,religious_freedom_per_01,religious_freedom_per_02,religious_freedom_per_03,religious_freedom_per_04,religious_freedom_per_05,religious_freedom_per_06,religious_freedom_per_07,religious_freedom_per_08,religious_freedom_exp_01,religious_freedom_exp_02,religious_freedom_exp_03,religious_freedom_exp_04,religious_freedom_exp_05,religious_freedom_exp_06
UGA91,Uganda,23,Male,Lower middle,1,Muslim: Shia,Married,Secondary,Musoga,7,6,6,7,7,7,2,2,1,2,1,1,6,6,6,6,6,6,6,2,5,5,6,6,5,6,2,6,6,6,6,5,5,6,6,6,6,6,2,6,6,6,7,6,6,7,7,7,4,4,4
UGA92,Uganda,51,Female,Middle,2,Muslim: Sunni,Married,Secondary,Samia,7,6,6,7,7,7,2,2,2,2,2,2,6,7,6,6,6,6,6,2,7,6,6,6,6,7,1,7,6,7,7,7,6,7,6,7,5,7,2,3,6,6,6,6,3,7,7,7,7,4,4
UGA93,Uganda,22,Male,Lower middle,1,Muslim: Shia,Married,Secondary,Munyole,7,6,6,7,7,7,7,4,5,3,4,3,7,6,6,5,6,3,6,3,6,5,5,4,5,7,1,6,6,6,6,6,6,7,7,6,6,2,2,6,6,6,6,6,3,7,7,7,4,4,3
UGA94,Uganda,52,Female,Lower middle,1,Other,Married,Primary,Munyole,7,7,7,6,6,6,3,2,2,2,2,2,6,6,6,6,6,6,5,3,5,6,4,6,6,1,7,7,7,5,4,7,7,7,7,2,2,6,2,6,6,6,6,6,6,7,7,7,4,4,4
UGA95,Uganda,25,"",Lower middle,1,Christian: Catholic,Married,Primary,Itesot,7,7,6,4,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,6,7,6,6,6,6,2,6,7,7,6,6,7,7,7,7,5,4,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA96,Uganda,42,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,5,4,7,6,6,6,6,6,6,2,6,7,7,7,7,7,7,7,7,6,4,7,1,7,7,7,7,6,2,7,7,7,7,7,7
UGA97,Uganda,24,"",Lower middle,1,Other,Married,Tertiary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,5,6,3,7,6,7,6,6,6,6,3,6,7,7,7,7,7,7,7,6,6,4,7,1,7,7,7,7,6,2,7,7,7,7,7,5
UGA98,Uganda,41,Female,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,6,7,7,7,4,4,4,4,4,4,7,6,6,5,5,5,7,6,6,6,6,6,6,2,7,7,7,7,7,7,7,7,5,4,3,7,1,7,7,7,7,6,2,7,7,7,7,7,7
UGA99,Uganda,62,Male,Lower middle,1,Other,Married,Primary,Itesot,6,6,6,3,6,6,3,3,3,2,2,2,6,6,6,3,2,2,6,1,6,6,7,7,7,2,7,6,6,7,6,6,7,6,6,5,4,7,1,6,6,6,6,6,1,7,7,7,7,7,7
UGA100,Uganda,25,"",Lower middle,1,Christian: Catholic,Married,None,japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA101,Uganda,40,"",Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA102,Uganda,30,Female,Middle,2,Christian: Protestant,Married,Secondary,japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,6,4,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA103,Uganda,36,"",Lower middle,1,Christian: Protestant,Married,Secondary,japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,7,5,4,4,5,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA104,Uganda,69,Male,Middle,2,Christian: Protestant,Married,Tertiary,japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,6,6,6,6,6,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA105,Uganda,52,Female,Lower middle,1,Christian: Catholic,Not married,Primary,japhadollah,7,7,7,7,7,7,4,4,4,4,4,4,7,6,4,4,4,4,7,6,6,6,6,6,6,2,7,7,7,7,7,7,7,7,7,6,6,6,1,7,7,7,7,7,1,7,7,7,7,7,7
UGA106,Uganda,48,"",Lower middle,1,Christian: Catholic,Not married,None,N/A,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA107,Uganda,58,Male,Middle,2,Christian: Catholic,Married,None,Japadhola,7,6,6,6,6,6,6,2,2,2,2,2,2,6,6,5,5,5,6,2,6,6,6,6,6,7,2,7,7,2,5,6,6,6,7,6,6,7,1,6,7,7,7,7,6,7,7,6,7,7,7
UGA108,Uganda,64,"",Middle,2,Christian: Protestant,Married,Secondary,Itesot,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,4,4,4,7,6,7,7,7,7,7,2,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,2,7,7,7,7,7,7
UGA109,Uganda,,Male,Middle,2,Christian: Protestant,Married,Primary,japhadollah,6,7,7,6,6,6,5,6,6,5,6,5,2,6,6,6,6,6,7,2,7,7,7,6,6,6,2,6,7,6,7,7,6,6,2,7,7,7,1,7,7,7,7,7,7,7,7,6,7,7,7
UGA110,Uganda,48,Male,Middle,2,Christian: Catholic,Married,Secondary,japhadollah,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,7,7,6,2,7,7,7,7,7,2,7,7,7,1,1,7,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,7,7,4,4
UGA111,Uganda,80,Female,Lower middle,1,Christian: Protestant,Not married,Primary,Nilotic,6,6,6,6,6,6,2,2,2,2,2,2,,,,,,,6,6,6,6,6,6,6,2,7,7,7,7,7,7,7,6,6,5,5,6,2,5,5,6,6,6,5,7,7,7,7,4,4
UGA112,Uganda,75,Female,Lower middle,1,Christian: Catholic,Married,Primary,Atesot,7,7,7,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,7,1,6,6,6,6,7,6,7,7,6,6,6,2,2,6,6,7,5,5,7,7,7,7,4,4
UGA113,Uganda,71,Female,Middle,2,Christian: Catholic,Married,Primary,japhadollah,6,7,7,6,6,6,6,6,6,7,6,6,2,6,6,6,6,6,6,1,6,7,6,6,6,4,4,7,7,7,7,7,7,7,7,7,7,6,2,2,6,6,6,6,7,7,7,6,7,7,7
UGA114,Uganda,32,"",Middle,2,Christian: Catholic,Married,Primary,Bantu,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,5,4,4,7,7,7,7,7,7,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA115,Uganda,27,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,6,6,6,6,6,5,5,5,7,5,5,6,6,5,6,5,6,6,6,6,5,5,5,5,7,1,6,6,6,6,7,7,6,7,6,6,6,2,6,6,6,6,5,5,7,7,7,7,7,7
UGA116,Uganda,33,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Etesot,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,5,6,5,7,1,7,6,7,7,6,5,7,6,6,5,7,6,6,2,6,6,6,5,7,7,7,7,7,7
UGA117,Uganda,52,Female,Lower middle,1,Christian: Catholic,Married,Tertiary,Nilotic,6,6,6,6,6,6,2,2,2,1,1,1,,,,,,,6,6,6,6,6,7,7,6,6,6,6,7,7,6,6,7,6,6,6,6,2,6,7,7,7,6,5,7,7,7,7,7,7
UGA118,Uganda,28,Male,Lower middle,1,Christian: Catholic,Married,Tertiary,Amudaama,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,5,5,5,5,7,1,5,7,7,5,6,6,7,5,6,6,6,2,6,2,2,6,6,5,,7,7,7,7,7
UGA119,Uganda,42,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,6,7,7,5,6,6,5,4,5,6,4,5,6,6,6,5,6,4,6,4,6,5,4,6,3,7,2,7,6,6,7,7,7,6,7,6,7,6,1,6,6,7,7,6,3,7,7,7,6,2,2
UGA120,Uganda,19,Female,Middle,2,Christian: Catholic,Not married,Secondary,Nilotic,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,5,5,5,6,7,6,6,6,6,6,7,7,7,7,7,7,6,7,6,6,7,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA121,Uganda,35,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Adhola,6,7,5,5,6,6,6,5,4,4,5,5,6,6,5,2,2,1,6,4,6,5,5,6,5,6,1,7,6,6,6,6,7,7,6,5,5,6,2,4,6,6,7,5,2,6,7,7,5,1,1
UGA122,Uganda,65,Male,Lower middle,1,Other,Married,Primary,Adhola,6,7,4,6,6,7,,2,2,2,3,2,5,5,6,3,4,3,6,4,5,6,2,6,4,6,1,6,7,6,6,6,5,5,4,6,5,7,6,6,7,7,2,6,3,7,7,7,6,1,1
UGA123,Uganda,31,Female,Middle,2,Christian: Catholic,Married,Primary,japhadollah,7,7,7,6,6,6,4,2,2,2,2,2,6,6,5,5,5,6,5,1,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,2,7,1,7,7,7,7,7,7,7,7,7,7,3,6
UGA124,Uganda,36,Male,Lower middle,1,Christian: Protestant,Married,Tertiary,Itesot,6,7,6,5,6,6,4,2,2,2,1,2,2,1,6,7,7,6,6,6,6,6,7,6,7,2,2,1,6,5,6,7,7,2,6,6,4,6,6,6,,2,6,7,6,7,6,4,5,1,1
UGA125,Uganda,36,Male,Lower middle,1,Christian: Protestant,Married,Tertiary,Etesot,6,6,5,7,7,7,5,4,,5,3,6,6,6,7,6,3,1,6,6,6,6,4,6,6,6,1,6,7,6,6,6,5,7,6,6,3,6,2,7,7,7,7,7,6,7,7,5,7,3,4
UGA126,Uganda,32,Female,Lower middle,1,Christian: Protestant,Married,Secondary,Samia,7,5,4,6,7,6,5,3,,5,6,5,7,6,6,7,6,4,7,2,7,5,6,6,6,3,7,6,7,6,5,5,7,7,2,3,1,6,1,6,6,7,6,5,4,7,7,7,4,4,5
UGA127,Uganda,34,Female,Upper middle,3,Other,Married,Tertiary,Langi,6,4,5,7,7,7,6,5,5,,5,4,7,7,7,7,5,1,7,6,7,6,2,6,5,7,1,7,7,7,6,6,6,7,7,6,2,7,4,6,6,6,6,6,5,7,7,7,7,3,2
UGA128,Uganda,44,Female,Lower middle,1,Christian: Catholic,Married,Tertiary,Atesot,7,7,5,7,7,7,5,4,4,6,6,4,6,6,6,7,6,4,6,3,6,7,6,6,7,7,1,7,7,6,6,5,5,7,4,6,2,2,2,6,6,7,7,7,6,7,7,4,7,5,3
UGA129,Uganda,24,Female,Lower middle,1,Other,Married,Primary,nilotics,5,6,4,6,6,6,1,2,2,2,2,2,6,6,5,4,6,6,6,6,7,6,5,5,4,1,7,6,7,6,6,6,6,4,4,5,4,6,2,6,6,6,7,7,4,7,7,7,7,4,4
UGA130,Uganda,21,Female,Lower middle,1,Christian: Protestant,Not married,currently in s4,nilotics,7,6,6,6,6,6,2,2,2,2,2,2,6,6,5,5,6,6,6,7,6,6,6,5,4,7,1,,7,6,6,6,7,7,6,6,6,6,1,7,6,7,7,6,6,7,7,7,7,5,5
UGA131,Uganda,52,Male,Lower middle,1,Christian: Protestant,Married,Primary,Bantu,7,7,6,7,7,6,2,2,2,,2,2,6,6,6,5,4,4,6,7,6,6,6,6,5,7,7,6,7,6,6,6,6,6,6,6,6,6,3,5,6,6,6,6,6,7,7,7,7,4,4
UGA132,Uganda,27,Male,Middle,2,Christian: Protestant,Married,Secondary,Nilo Hamites,6,6,6,7,6,6,2,2,2,2,2,2,6,7,6,6,5,2,7,7,6,6,6,7,7,2,7,6,6,6,7,6,6,6,6,6,6,7,3,6,6,6,7,7,6,7,7,7,7,5,5
UGA133,Uganda,68,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,7,7,5,7,7,5,5,5,7,5,5,7,7,7,1,1,1,6,2,2,6,6,6,6,7,1,7,7,7,7,7,7,7,7,4,4,7,3,7,7,7,7,7,7,7,7,7,7,4,4
UGA134,Uganda,31,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,6,6,6,6,7,6,3,2,3,3,2,3,6,7,3,2,6,4,6,2,7,6,7,7,6,6,2,5,7,5,5,5,6,6,6,5,5,7,1,7,7,7,7,6,7,7,7,7,7,7,7
UGA135,Uganda,38,"","",,Christian: Catholic,Married,Primary,Itesot,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,1,7,7,7,7,6,1,7,7,7,7,7,6,7,7,,4,4,7,2,7,7,7,7,7,7,7,7,7,7,4,4
UGA136,Uganda,80,Female,Lower middle,1,Christian: Catholic,Not married,None,Nilohamite,6,6,6,7,7,6,2,2,2,2,2,2,6,6,6,6,7,7,6,6,5,6,6,6,6,7,7,7,6,6,6,7,7,7,7,7,7,6,2,6,6,7,7,6,6,7,7,7,7,7,7
UGA137,Uganda,60,Male,Lower middle,1,Christian: Catholic,Married,None,Nilohamite,6,6,7,7,7,6,2,2,2,2,2,2,6,6,7,7,6,6,7,7,6,6,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,7,7,7,7,7,7,7,7
UGA138,Uganda,37,Female,Lower middle,1,Christian: Catholic,Married,Secondary,Nilohamite,7,7,7,6,6,6,2,2,2,2,2,2,6,6,7,7,6,6,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,1,6,5,6,6,6,6,7,7,7,7,7,7
UGA139,Uganda,70,Male,Lower middle,1,Christian: Protestant,Married,Primary,Bantu,6,6,6,6,6,6,2,2,2,2,2,2,6,6,7,7,6,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,5,3,5,5,5,5,7,7,7,7,7,6,6,7
UGA140,Uganda,43,Male,Lower middle,1,Christian: Catholic,Married,Primary,Nilohamite,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,5,5,6,6,6,5,6,6,6,5,7,7,7,7,6,6,6,6,6,7,6,6,6,2,6,6,6,6,5,5,7,7,7,7,7,7
UGA141,Uganda,35,Male,Lower middle,1,Christian: Catholic,Not married,Primary,Japadhola,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,7,6,4,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7
UGA142,Uganda,43,Female,Lower middle,1,Other,Not married,None,Mugisu,7,6,6,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,4,4,7,1,6,7,7,6,7,7,7,7,7,7,7,7
UGA143,Uganda,39,Female,Lower middle,1,Muslim: Sunni,Married,Secondary,Nubian,7,7,7,7,7,7,3,5,4,5,4,4,7,7,7,7,7,7,7,7,7,5,5,5,5,1,7,7,7,7,7,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,4,4
UGA144,Uganda,25,"",Middle,2,Muslim: Sunni,Married,Secondary,Japadhola,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,6,7,3,7,7,7,7,,,7,7,7,,7,7
UGA145,Uganda,29,"",Middle,2,Christian: Catholic,Married,Secondary,Itesot,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,5,5
UGA146,Uganda,34,Female,Middle,2,Christian: Protestant,Married,Secondary,Musamic,5,3,3,5,5,5,3,3,3,3,3,3,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,4,4,7,1,6,6,7,7,,,4,7,7,7,7,7
UGA147,Uganda,24,Female,Middle,2,Christian: Protestant,Married,Secondary,Japadhola,7,7,7,7,7,7,5,4,4,4,5,4,7,7,7,5,5,5,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,4,4,7,3,7,7,7,7,7,7,7,7,7,7,7,7
UGA148,Uganda,19,Female,Lower middle,1,Christian: Protestant,Not married,Secondary,Nilotics,7,6,6,7,6,6,2,2,2,2,2,2,6,6,6,6,5,1,7,7,6,6,6,6,5,2,7,6,6,6,6,7,7,2,6,,2,6,6,6,6,6,6,6,7,1,7,7,7,7,7
UGA149,Uganda,26,Male,Lower middle,1,Christian: Protestant,Not married,Secondary,Mutooro,6,6,6,6,6,6,5,5,5,,5,5,4,2,6,6,6,6,6,2,6,6,6,6,6,6,2,6,6,4,6,6,4,6,6,6,5,6,6,6,6,6,2,6,6,7,7,7,7,4,4
UGA150,Uganda,24,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Itesot,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,4,6,5,6,6,6,6,6,6,6,2,7,7,6,6,7,7,7,7,7,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA151,Uganda,35,Male,Lower middle,1,Christian: Protestant,Married,University,Lango,5,5,5,6,6,6,2,2,2,2,2,2,7,7,6,2,2,2,7,6,6,6,6,7,6,7,2,6,7,7,7,6,5,7,5,6,5,6,2,6,6,6,6,6,5,7,7,5,4,3,4
UGA152,Uganda,56,Male,Middle,2,Christian: Protestant,Married,Secondary,Etesot,7,7,7,6,6,7,,,,,,,6,6,6,6,6,2,6,6,5,6,4,6,6,7,2,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,4,7,7,7
UGA153,Uganda,42,Female,Middle,2,Other,Married,Secondary,Busigu,1,5,2,4,4,6,2,4,2,6,4,6,1,4,5,2,5,2,6,4,6,4,6,6,6,4,1,5,5,2,2,2,2,6,5,6,4,3,2,2,6,6,2,4,4,4,4,4,7,7,7
UGA154,Uganda,92,Male,Middle,2,Christian: Protestant,Married,Primary,Iteso,7,4,4,7,7,7,5,4,4,5,6,4,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,2,7,6,7,7,2,6,3,7,7,7,7,7,7,7,7,7,7,7,7,4,4
UGA155,Uganda,42,Female,Middle,2,Christian: Catholic,Not married,Primary,Iteso,7,7,7,7,7,7,5,5,5,,4,4,7,7,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,4,4
UGA156,Uganda,38,Male,Middle,2,Christian: Protestant,Married,Tertiary,Itesot,7,7,7,7,7,7,6,5,5,5,5,5,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,4,7,7,7,7,7,7,7,7,7,7,7,7,5,7
UGA157,Uganda,70,Male,Middle,2,Christian: Catholic,Married,Vocational,Ateso,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,,,7,7,7,7,7,7
UGA158,Uganda,37,Male,Lower middle,1,Christian: Protestant,Married,Primary,Japadhola,6,6,6,6,6,6,4,3,3,2,2,2,6,6,6,6,5,5,7,6,6,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,7,7,7,4,4
UGA159,Uganda,40,Male,Middle,2,Christian: Catholic,Married,Primary,Japadhola,6,6,7,7,7,7,1,1,1,2,2,2,6,6,6,6,6,7,7,7,7,5,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA160,Uganda,21,Female,Lower middle,1,Christian: Protestant,Married,Primary,Munyole,6,6,6,5,6,6,3,3,3,2,2,2,6,6,5,4,5,4,6,2,6,5,6,6,5,3,6,7,7,6,6,6,7,7,6,6,6,6,1,6,5,6,6,7,1,7,7,7,7,5,5
UGA161,Uganda,54,Female,Lower middle,1,Christian: Catholic,Married,None,Amudaama,6,6,6,7,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,7,6,6,5,5,5,7,1,6,6,6,6,5,5,6,5,6,6,6,2,6,6,5,5,6,6,7,7,7,4,4,4
UGA162,Uganda,60,Male,Lower middle,1,Christian: Catholic,Married,Primary,Etesot,7,7,7,7,7,7,1,1,1,2,2,2,6,6,6,7,3,3,6,2,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,7,1,6,6,6,6,6,1,7,7,7,7,7,7
UGA163,Uganda,29,Female,Lower middle,1,Other,Married,Secondary,Amudaama,7,7,7,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,6,5,5,5,6,1,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,5,5,7,7,7,7,7,7
UGA164,Uganda,19,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Amudaama,7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,5,5,5,5,6,5,6,5,5,5,6,2,6,6,6,6,5,5,6,6,6,6,6,2,6,6,6,6,5,6,7,7,7,7,7,7
UGA165,Uganda,35,Female,Lower middle,1,Other,Married,Primary,Itesot,6,6,6,6,6,6,5,5,6,5,5,5,6,6,6,6,6,6,2,6,5,5,5,4,4,7,1,6,6,7,6,6,6,6,7,6,6,7,2,6,2,6,6,5,6,7,7,7,7,7,7
UGA166,Uganda,49,Female,Middle,2,Christian: Protestant,Married,Secondary,Japadhola,7,7,7,7,7,7,3,3,3,3,3,3,6,7,7,7,7,6,6,7,6,6,4,6,3,,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,5,4,4,5,4
UGA167,Uganda,20,"",Lower middle,1,Christian: Protestant,Not married,Primary,Japadhola,6,6,6,6,6,6,4,4,4,6,4,4,6,6,6,6,6,6,5,3,5,5,5,5,5,2,7,7,7,2,2,7,7,7,7,6,2,7,1,7,7,7,7,7,7,7,7,7,7,3,4
UGA168,Uganda,27,Female,Lower middle,1,Muslim: Shia,Married,Secondary,Sabin,7,7,7,7,7,7,1,1,1,1,1,1,6,5,6,6,6,6,6,7,6,6,5,5,5,7,1,6,6,6,6,6,5,6,6,6,7,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA169,Uganda,50,Female,Lower middle,1,Christian: Protestant,Married,Primary,Japadhola,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,1,1,1,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,4,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7
UGA170,Uganda,51,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,6,6,6,6,6,6,2,2,2,3,3,3,6,6,5,6,6,6,6,3,6,6,6,5,5,7,1,7,7,7,6,6,6,6,6,7,6,7,1,7,6,6,6,2,6,7,7,,3,3,3
UGA171,Uganda,25,Male,Middle,2,Other,Not married,Tertiary,N/A,7,7,6,7,7,7,4,4,4,2,2,2,7,7,7,7,7,7,6,6,6,6,6,6,4,7,1,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,6,6,6,7,4,7,4,4,4
UGA172,Uganda,21,Male,Lower middle,1,Christian: Protestant,Not married,Secondary,Japadhola,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA173,Uganda,62,Male,Middle,2,Christian: Protestant,Married,Primary,Japadhola,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,6,5,6,5,1,5,5,5,6,6,5,6,6,5,5,6,2,3,4,3,6,6,6,7,7,7,7,7,7
UGA174,Uganda,29,Male,Lower middle,1,Christian: Catholic,Married,Secondary,Japadhola,7,7,6,7,6,6,3,2,3,3,3,2,7,7,7,1,1,1,1,1,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,1,6,5,7,7,7,7,7,7,7,7,7,7
UGA175,Uganda,50,Male,Lower middle,1,Christian: Catholic,Married,Primary,Japadhola,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,1,1,1,6,2,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,1,7,1,5,6,6,6,6,7,7,7,3,7,7
UGA176,Uganda,28,Male,Middle,2,Christian: Catholic,Not married,Secondary,Japadhola,7,7,7,6,6,6,3,3,3,1,1,1,7,7,7,6,6,6,6,7,6,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,6,2,6,6,6,5,6,6,7,7,7,7,7,7
UGA177,Uganda,26,Male,Middle,2,Other,Married,Primary,Japadhola,5,4,3,7,6,5,,3,3,2,2,2,6,6,6,7,7,6,6,6,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA178,Uganda,45,Male,Lower middle,1,Other,Married,Primary,Japadhola,7,7,7,,6,6,1,1,1,2,2,2,6,6,5,6,6,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,6,7,7,6,7,7,7,7,7,7,7
UGA179,Uganda,30,Male,Middle,2,Christian: Catholic,Married,Secondary,Japadhola,7,7,7,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,7,6,6,6,6,5,5,6,1,6,7,7,7,7,7,7,7,7,6,6,2,6,6,6,6,6,6,7,7,7,7,7,7
UGA180,Uganda,32,Female,Middle,2,Christian: Catholic,Married,Primary,Etesot,7,6,6,6,7,7,2,3,2,1,2,2,6,7,7,5,7,5,7,1,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,1,6,7,7,6,6,7,7,7,7,7,7,7
UGA181,Uganda,43,Male,Middle,2,Christian: Catholic,Married,Secondary,Japadhola,6,7,7,7,7,6,4,3,2,3,4,3,7,7,6,2,7,4,7,1,7,7,7,7,7,7,1,6,7,7,7,7,7,7,7,7,7,6,1,6,6,7,6,7,7,7,7,7,7,7,7
UGA182,Uganda,85,Female,Lower middle,1,Christian: Catholic,Not married,Primary,Japadhola,7,7,7,6,7,7,3,3,4,1,1,1,6,7,6,3,4,4,7,1,6,7,6,7,7,7,1,6,7,6,6,7,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
UGA183,Uganda,46,Male,Upper middle,3,Christian: Catholic,Married,Secondary,Japadhola,7,6,6,7,7,6,1,2,1,3,2,4,6,7,7,4,6,3,7,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
